text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
13.948052199993981,13.948052199993981,space,1.105035200016573,415164,001,2023-12-14_12h13.19.215,game,2022.2.5,60.23040538724145,
