text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
10.348599200020544,10.348599200020544,space,6.925200600002427,883671,001,2023-12-05_15h54.30.742,game,2022.2.5,60.159458663728486,
