text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21.42355500010308,21.42355500010308,space,2.635394399985671,,,,519784,001,2023-12-07_11h35.14.678,game,2022.2.5,60.089401006018115,
,,,,24.085264199995436,24.085264199995436,25.218193100066856,,,,,,,
