trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.464551699999,2001.464551699999,num_3,2.7844881000019086,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.6629835999993,2004.6629835999993,num_4,3.4022880000011355,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.481489400001,2008.481489400001,num_7,5.856204899999284,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.8000920000013,2014.8000920000013,num_7,2.409906699998828,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.6116096000005,2017.6116096000005,num_1,3.229064899998775,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.2976417999998,2021.2976417999998,num_9,9.83928730000116,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031.5300128999988,2031.5300128999988,num_2,4.439076099999511,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.5157354000003,2036.5157354000003,num_4,1.8371302000014111,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038.7441714000015,2038.7441714000015,None,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064.157670200002,3064.157670200002,space,144.92773710000256,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209.1305655999968,3209.1305655999968,space,4.349774800000887,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,1,3213.513515999999,3213.513515999999,3213.513515999999,3214.5164175000027,None,3214.5164175000027,3214.5164175000027,1,300.2438000039547,space,0.3002438000039547,3214.8491810999985,3215.4025446000014,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,1,3215.4025446000014,3215.4025446000014,3215.4025446000014,3216.4166981000017,None,3216.4166981000017,3216.4166981000017,1,335.31520000542514,space,0.33531520000542514,3216.779903100003,3217.297113599998,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,4,3217.297113599998,3217.297113599998,3220.300143100001,3221.298852300002,None,3221.298852300002,3221.298852300002,1,325.69209999928717,space,0.32569209999928717,3221.6652734000018,3222.165690200003,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,3,3222.165690200003,3222.165690200003,3224.167137299999,3225.1814825999973,None,3225.1814825999973,3225.1814825999973,1,290.94569999870146,space,0.29094569999870146,3225.5126002000034,3226.030722399999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,1,3226.030722399999,3226.030722399999,3226.030722399999,3227.0318552000026,None,3227.0318552000026,3227.0318552000026,1,344.3944999962696,space,0.3443944999962696,3227.4312353999994,3227.9482078,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,1,3227.9482078,3227.9482078,3227.9482078,3228.9488103999975,None,3228.9488103999975,3228.9488103999975,1,285.03440000349656,space,0.28503440000349656,3229.264820199998,3229.7828461000026,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,1,3229.7828461000026,3229.7828461000026,3229.7828461000026,3230.797471799997,None,3230.797471799997,3230.797471799997,1,282.5269000022672,space,0.2825269000022672,3231.129466999999,3231.646064499997,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,4,3231.646064499997,3231.646064499997,3234.650858599998,3235.662577299998,None,3235.662577299998,3235.662577299998,1,290.0647000060417,space,0.2900647000060417,3235.9975945999977,3236.5161120999983,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,4,3236.5161120999983,3236.5161120999983,3239.5360642000014,3240.5453030999997,None,3240.5453030999997,3240.5453030999997,1,320.21420000091894,space,0.32021420000091894,3240.912430700002,3241.413175300004,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,4,3241.413175300004,3241.413175300004,3244.415807199999,3245.4305295000013,None,3245.4305295000013,3245.4305295000013,1,281.9247000006726,space,0.2819247000006726,3245.7636410999985,3246.265226299998,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,2,3246.265226299998,3246.265226299998,3247.265820200002,3248.2772506000038,None,3248.2772506000038,3248.2772506000038,1,307.5803000028827,space,0.3075803000028827,3248.611620900003,3249.1144104999985,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,4,3249.1144104999985,3249.1144104999985,3252.116039200002,3253.1453538999995,None,3253.1453538999995,3253.1453538999995,1,334.8744000031729,space,0.3348744000031729,3253.5133053000027,3254.015173699998,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,2,3254.015173699998,3254.015173699998,3255.0486004999984,3256.0292904000016,None,3256.0292904000016,3256.0292904000016,1,299.13520000263816,space,0.29913520000263816,3256.361181,3256.8785639999987,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,4,3256.8785639999987,3256.8785639999987,3259.880562600003,3260.8802443000022,None,3260.8802443000022,3260.8802443000022,1,305.4189000031329,space,0.3054189000031329,3261.228253699999,3261.7295663999976,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,1,3261.7295663999976,3261.7295663999976,3261.7295663999976,3262.746734799999,None,3262.746734799999,3262.746734799999,1,326.74080000288086,space,0.32674080000288086,3263.167711599999,3263.6795967,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,2,3263.6795967,3263.6795967,3264.679819500001,3265.6959185000014,None,3265.6959185000014,3265.6959185000014,1,321.6210999962641,space,0.3216210999962641,3266.059959500002,3266.564195799998,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,1,3266.564195799998,3266.564195799998,3266.564195799998,3267.563745899999,None,3267.563745899999,3267.563745899999,1,325.55719999800203,space,0.32555719999800203,3267.9311613000027,3268.463241600002,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,1,3268.463241600002,3268.463241600002,3268.463241600002,3269.4785066999975,None,3269.4785066999975,3269.4785066999975,1,299.094400004833,space,0.299094400004833,3269.8126701,3270.312724299998,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,3,3270.312724299998,3270.312724299998,3272.3130843000035,3273.3458274000004,None,3273.3458274000004,3273.3458274000004,1,342.68580000207294,space,0.34268580000207294,3273.728876100002,3274.2303071999995,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,4,3274.2303071999995,3274.2303071999995,3277.245849400002,3278.2639647999968,None,3278.2639647999968,3278.2639647999968,1,328.3577000038349,space,0.3283577000038349,3278.6455634000013,3279.148352000004,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,2,3279.148352000004,3279.148352000004,3280.1518760000035,3281.162094200001,None,3281.162094200001,3281.162094200001,1,326.52129999769386,space,0.32652129999769386,3281.5440479000026,3282.0498845999973,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,2,3282.0498845999973,3282.0498845999973,3283.0654085999995,3284.0772042000026,None,3284.0772042000026,3284.0772042000026,1,316.05380000110017,space,0.31605380000110017,3284.4269306999995,3284.9286815000014,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,4,3284.9286815000014,3284.9286815000014,3287.928962099999,3288.929797900004,None,3288.929797900004,3288.929797900004,1,320.2283999999054,space,0.3202283999999054,3289.2928670999972,3289.847547600002,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,4,3289.847547600002,3289.847547600002,3292.865708899997,3293.878031799999,None,3293.878031799999,3293.878031799999,1,290.76390000409447,space,0.29076390000409447,3294.246783100003,3294.7610612999997,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,4,3294.7610612999997,3294.7610612999997,3297.7622034000015,3298.8317756000033,None,3298.8317756000033,3298.8317756000033,1,321.2725000048522,space,0.3212725000048522,3299.194752399999,3299.6946689000033,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,2,3299.6946689000033,3299.6946689000033,3300.695812400001,3301.710646599997,None,3301.710646599997,3301.710646599997,1,291.0494999960065,space,0.2910494999960065,3302.0421413000004,3302.5456516999984,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,1,3302.5456516999984,3302.5456516999984,3302.5456516999984,3303.560595499999,None,3303.560595499999,3303.560595499999,1,392.29609999893,space,0.39229609999893,3303.9921618000008,3304.5106723999997,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,1,3304.5106723999997,3304.5106723999997,3304.5106723999997,3305.5116218999974,None,3305.5116218999974,3305.5116218999974,1,313.8512000004994,space,0.3138512000004994,3305.8767549999975,3306.3790033999976,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,2,3306.3790033999976,3306.3790033999976,3307.3843084000036,3308.411094199997,None,3308.411094199997,3308.411094199997,1,349.47370000736555,space,0.34947370000736555,3308.793574000003,3309.3086550000007,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,2,3309.3086550000007,3309.3086550000007,3310.314025599997,3311.3268947000033,None,3311.3268947000033,3311.3268947000033,1,346.2031000017305,space,0.3462031000017305,3311.745826600003,3312.2624934999985,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,1,3312.2624934999985,3312.2624934999985,3312.2624934999985,3313.2918610999986,None,3313.2918610999986,3313.2918610999986,1,326.02700000279583,space,0.32602700000279583,3313.6604224999974,3314.1613664000033,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,3,3314.1613664000033,3314.1613664000033,3316.178413399997,3317.1949002000038,None,3317.1949002000038,3317.1949002000038,1,351.1845999964862,space,0.3511845999964862,3317.5938156999982,3318.094455999999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,2,3318.094455999999,3318.094455999999,3319.0941515000013,3320.094117599998,None,3320.094117599998,3320.094117599998,1,307.2069000045303,space,0.3072069000045303,3320.4414252999995,3320.9427840999997,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,4,3320.9427840999997,3320.9427840999997,3323.9472607999996,3324.9445514000035,None,3324.9445514000035,3324.9445514000035,1,280.2665000053821,space,0.2802665000053821,3325.2576203999997,3325.776092500004,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,3,3325.776092500004,3325.776092500004,3327.7802846999984,3328.7768507,None,3328.7768507,3328.7768507,1,360.21700000128476,space,0.36021700000128476,3329.1739916000006,3329.676602200001,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,1,3329.676602200001,3329.676602200001,3329.676602200001,3330.6931845,None,3330.6931845,3330.6931845,1,323.5008999981801,space,0.3235008999981801,3331.057399899997,3331.5597774999987,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,4,3331.5597774999987,3331.5597774999987,3334.5592044000005,3335.5922947,None,3335.5922947,3335.5922947,1,305.6791000053636,space,0.3056791000053636,3335.9266026999976,3336.441652399997,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,1,3336.441652399997,3336.441652399997,3336.441652399997,3337.4579366000034,None,3337.4579366000034,3337.4579366000034,1,343.4123999977601,space,0.3434123999977601,3337.842113300001,3338.3797104999976,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,2,3338.3797104999976,3338.3797104999976,3339.394524299998,3340.394252799997,None,3340.394252799997,3340.394252799997,1,311.2223999996786,space,0.3112223999996786,3340.7415765999976,3341.2433887000007,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,4,3341.2433887000007,3341.2433887000007,,,None,,,0,nan,None,,3347.5787389000034,3348.0923543000026,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,3,3348.0923543000026,3348.0923543000026,,,None,,,0,nan,None,,3353.092975599997,3353.6259154,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,2,3353.6259154,3353.6259154,3354.625872299999,3355.6411224999974,None,3355.6411224999974,3355.6411224999974,1,320.4685000018799,space,0.3204685000018799,3356.0059860000038,3356.508417899997,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,2,3356.508417899997,3356.508417899997,3357.512134299999,3358.5229758999994,None,3358.5229758999994,3358.5229758999994,1,317.79229999665404,space,0.31779229999665404,3358.872283900004,3359.4281706999973,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,3,3359.4281706999973,3359.4281706999973,3361.4418609999993,3362.4585171,None,3362.4585171,3362.4585171,1,335.71159999701194,space,0.33571159999701194,3362.8939997999987,3363.422134100001,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,3,3363.422134100001,3363.422134100001,3365.426983700003,3366.4418385000026,None,3366.4418385000026,3366.4418385000026,1,359.258199998294,space,0.359258199998294,3366.838760999999,3367.3420018000033,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3367.3420018000033,3367.3420018000033,space,2.8520134999998845,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370.223699000002,3370.223699000002,num_5,18.21013590000075,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388.890438299997,3388.890438299997,num_6,1.5273773000008077,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3390.9427213000017,3390.9427213000017,num_4,6.378798899997491,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397.7934776999973,3397.7934776999973,num_6,4.448150900003384,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402.6204727000004,3402.6204727000004,num_7,5.397297900002741,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3408.3894932999974,3408.3894932999974,num_1,3.6596630000058212,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412.608977099997,3412.608977099997,num_5,6.032657499999914,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3419.0537809000016,3419.0537809000016,num_1,3.411972499998228,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422.905699900002,3422.905699900002,num_3,1.504173900000751,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3424.8862297000014,3424.8862297000014,num_5,7.4990580000012415,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.7869804,3432.7869804,num_1,1.8629486999998335,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435.1029689999996,3435.1029689999996,num_6,1.87676300000021,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437.471209000003,3437.471209000003,num_8,5.787957400003506,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3443.6517055000004,3443.6517055000004,num_4,1.8541353999971761,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445.884965999998,3445.884965999998,num_9,3.740945899997314,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449.9848031,3449.9848031,num_3,2.9310594000053243,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.319896400004,3453.319896400004,num_0,1.554170299998077,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455.3200251000017,3455.3200251000017,num_7,3.794117699995695,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459.537851000001,3459.537851000001,num_4,3.0481222000016714,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462.9671385999973,3462.9671385999973,num_3,4.026339399999415,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467.3834441,3467.3834441,num_1,1.8504544999959762,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469.617274600001,3469.617274600001,num_6,3.7443058000062592,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473.7332621000023,3473.7332621000023,num_2,4.173031600003014,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3478.316360500001,3478.316360500001,num_5,2.686363300002995,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481.4659864999994,3481.4659864999994,num_1,1.6877236000000266,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483.6163548999975,3483.6163548999975,num_4,6.986579199998232,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491.0342764000015,3491.0342764000015,num_6,4.20057330000418,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.6329001999984,3495.6329001999984,num_2,1.8739141000041855,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
