trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.62109280000004,338.62109280000004,num_5,1.8490142000009655,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.8709659999986,340.8709659999986,num_2,2.639330699999846,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.92021079999904,343.92021079999904,num_6,1.6462175000015122,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9704133000014,345.9704133000014,num_7,5.260836400000699,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6027205999999,351.6027205999999,num_7,2.6114412999995693,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.5851651000012,354.5851651000012,num_9,1.2851995999990322,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.26973740000176,356.26973740000176,num_6,3.0808752000011737,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.75393149999945,359.75393149999945,num_7,5.285302300002513,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.4353067000011,365.4353067000011,num_8,3.243353300003946,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0870528000014,369.0870528000014,num_6,3.151838800000405,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.6191851000003,372.6191851000003,num_9,5.611430699998891,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.6010611999991,378.6010611999991,num_7,9.51743510000233,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.5188664999987,388.5188664999987,num_5,1.8237805000026128,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.2766029000013,1479.2766029000013,space,234.4769965000014,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.782770400001,1713.782770400001,space,9.840296300000773,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1723.650308799999,1723.650308799999,1723.650308799999,1724.6640714999994,None,1724.6640714999994,1724.6640714999994,1,414.6649000031175,space,0.4146649000031175,1725.1471171000012,1725.6505823000007,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,4,1725.6505823000007,1725.6505823000007,1728.673619000001,1729.6770391999999,None,1729.6770391999999,1729.6770391999999,1,289.6987000021909,space,0.2896987000021909,1729.9980275999987,1730.4965875000016,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,1730.4965875000016,1730.4965875000016,1732.4977165000018,1733.5139151000003,None,1733.5139151000003,1733.5139151000003,1,324.7723999993468,space,0.3247723999993468,1733.8956786999988,1734.4093207000005,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,1734.4093207000005,1734.4093207000005,1735.415637099999,1736.4113371999993,None,1736.4113371999993,1736.4113371999993,1,315.43650000094203,space,0.31543650000094203,1736.7602879000005,1737.2620972000004,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,1,1737.2620972000004,1737.2620972000004,1737.2620972000004,1738.2787448999989,None,1738.2787448999989,1738.2787448999989,1,329.7946000020602,space,0.3297946000020602,1738.645528000001,1739.1465132000012,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,3,1739.1465132000012,1739.1465132000012,1741.1460184999996,1742.1591509999998,None,1742.1591509999998,1742.1591509999998,1,313.0133999984537,space,0.3130133999984537,1742.5102423999997,1743.0121927,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,3,1743.0121927,1743.0121927,1745.0280590000002,1746.0281618000008,None,1746.0281618000008,1746.0281618000008,1,315.10090000301716,space,0.31510090000301716,1746.394353399999,1746.8955209999986,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,2,1746.8955209999986,1746.8955209999986,1747.895712900001,1748.929100100002,None,1748.929100100002,1748.929100100002,1,301.6962000001513,space,0.3016962000001513,1749.2771887999988,1749.777624800001,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,1749.777624800001,1749.777624800001,1750.7786620000006,1751.7925499000012,None,1751.7925499000012,1751.7925499000012,1,286.79469999769935,space,0.28679469999769935,1752.1258794999994,1752.644438700001,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,2,1752.644438700001,1752.644438700001,1753.6436482999998,1754.6454421999988,None,1754.6454421999988,1754.6454421999988,1,290.78990000198246,space,0.29078990000198246,1754.9620498000004,1755.4639400999986,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,4,1755.4639400999986,1755.4639400999986,1758.4801795000021,1759.4776882000006,None,1759.4776882000006,1759.4776882000006,1,305.66320000070846,space,0.30566320000070846,1759.8968993000017,1760.4292987000008,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,2,1760.4292987000008,1760.4292987000008,1761.4317905999997,1762.4430108999986,None,1762.4430108999986,1762.4430108999986,1,316.0959000015282,space,0.3160959000015282,1762.791178399999,1763.2937592000017,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,2,1763.2937592000017,1763.2937592000017,1764.3150042000016,1765.308531300001,None,1765.308531300001,1765.308531300001,1,322.91500000064843,space,0.32291500000064843,1765.6740979999995,1766.1781511000008,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,4,1766.1781511000008,1766.1781511000008,1769.1809208000013,1770.207864600001,None,1770.207864600001,1770.207864600001,1,295.802000000549,space,0.295802000000549,1770.5416355999987,1771.061706200002,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,4,1771.061706200002,1771.061706200002,1774.06106,,None,,,0,nan,None,,1779.1115118999987,1779.6430719000018,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,4,1779.6430719000018,1779.6430719000018,1782.645035900001,1783.65855,None,1783.65855,1783.65855,1,301.20930000339285,space,0.30120930000339285,1783.9899293999988,1784.4939130999992,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,2,1784.4939130999992,1784.4939130999992,1785.5282392000008,1786.494186,None,1786.494186,1786.494186,1,305.2472999988822,space,0.3052472999988822,1786.8409342000014,1787.3593585000017,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,1,1787.3593585000017,1787.3593585000017,1787.3593585000017,1788.3605061000017,None,1788.3605061000017,1788.3605061000017,1,575.1880000025267,space,0.5751880000025267,1788.973340200002,1789.4773521999996,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,2,1789.4773521999996,1789.4773521999996,1790.4769754000008,1791.4910348000012,None,1791.4910348000012,1791.4910348000012,1,349.11730000021635,space,0.34911730000021635,1791.8746266000016,1792.3789001000005,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,1,1792.3789001000005,1792.3789001000005,1792.3789001000005,1793.392293500001,None,1793.392293500001,1793.392293500001,1,318.71330000285525,space,0.31871330000285525,1793.7404208000007,1794.2417845000018,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,4,1794.2417845000018,1794.2417845000018,1797.2439962999997,1798.2587181000017,None,1798.2587181000017,1798.2587181000017,1,326.055900000938,space,0.326055900000938,1798.6971220000014,1799.2252100000005,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,3,1799.2252100000005,1799.2252100000005,1801.226307500001,1802.2400110000017,None,1802.2400110000017,1802.2400110000017,1,311.5533000018331,space,0.3115533000018331,1802.5899366000012,1803.0925825000013,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,2,1803.0925825000013,1803.0925825000013,1804.0920969,1805.1260272,None,1805.1260272,1805.1260272,1,306.9993999997678,space,0.3069993999997678,1805.4921427000008,1805.997145100002,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,3,1805.997145100002,1805.997145100002,1808.0129966999993,1809.0430330999989,None,1809.0430330999989,1809.0430330999989,1,325.1098000037018,space,0.3251098000037018,1809.4053698999996,1809.924180599999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,4,1809.924180599999,1809.924180599999,1812.9246206999997,1813.939069,None,1813.939069,1813.939069,1,300.48680000254535,space,0.30048680000254535,1814.2731946999993,1814.7911415999988,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,3,1814.7911415999988,1814.7911415999988,1816.7920268000016,1817.8617263999986,None,1817.8617263999986,1817.8617263999986,1,330.1312000003236,space,0.3301312000003236,1818.2412994000006,1818.7420395000008,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,2,1818.7420395000008,1818.7420395000008,1819.7624934000014,1820.7563192000016,None,1820.7563192000016,1820.7563192000016,1,299.3821000018215,space,0.2993821000018215,1821.0891037000001,1821.591636699999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,3,1821.591636699999,1821.591636699999,1823.5948782999985,1824.642656600001,None,1824.642656600001,1824.642656600001,1,301.0376999991422,space,0.3010376999991422,1824.974166600001,1825.4886613999988,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,2,1825.4886613999988,1825.4886613999988,1826.5119178999994,1827.4935903000005,None,1827.4935903000005,1827.4935903000005,1,306.3720000027388,space,0.3063720000027388,1827.8381883000002,1828.3784747999998,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,4,1828.3784747999998,1828.3784747999998,1831.3771516999986,1832.3919257000016,None,1832.3919257000016,1832.3919257000016,1,319.45899999846006,space,0.31945899999846006,1832.7386633999995,1833.2423731999988,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,3,1833.2423731999988,1833.2423731999988,1835.2417972000003,1836.2413884000016,None,1836.2413884000016,1836.2413884000016,1,310.2569000002404,space,0.3102569000002404,1836.588126300001,1837.107138899999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,2,1837.107138899999,1837.107138899999,1838.1073260000012,1839.1231947000015,None,1839.1231947000015,1839.1231947000015,1,404.5263000007253,space,0.4045263000007253,1839.5922261000014,1840.1071813000017,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,3,1840.1071813000017,1840.1071813000017,1842.107463799999,1843.1205426000015,None,1843.1205426000015,1843.1205426000015,1,303.1618000022718,space,0.3031618000022718,1843.455627200001,1843.9725685000012,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,1,1843.9725685000012,1843.9725685000012,1843.9725685000012,1844.9748218999994,None,1844.9748218999994,1844.9748218999994,1,361.06240000299294,space,0.36106240000299294,1845.3707824000012,1845.872384000002,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,2,1845.872384000002,1845.872384000002,1846.873101600002,1847.8726754999989,None,1847.8726754999989,1847.8726754999989,1,302.84150000079535,space,0.30284150000079535,1848.2028711999992,1848.7062463000002,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,2,1848.7062463000002,1848.7062463000002,1849.7074040000007,1850.7204825000008,None,1850.7204825000008,1850.7204825000008,1,303.55469999994966,space,0.30355469999994966,1851.072435500002,1851.6068866999994,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,4,1851.6068866999994,1851.6068866999994,1854.6076619999985,1855.622292,None,1855.622292,1855.622292,1,337.4273000008543,space,0.3374273000008543,1855.9890449000013,1856.4918116000008,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,1,1856.4918116000008,1856.4918116000008,1856.4918116000008,1857.5024502000015,None,1857.5024502000015,1857.5024502000015,1,369.4705000016256,space,0.3694705000016256,1857.991477399999,1858.522422099999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,2,1858.522422099999,1858.522422099999,,,None,,,0,nan,None,,1863.505024099999,1864.004409000001,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,2,1864.004409000001,1864.004409000001,1865.0050149000017,1866.0217770000017,None,1866.0217770000017,1866.0217770000017,1,402.25769999960903,space,0.40225769999960903,1866.4896426999985,1867.0031548000006,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,3,1867.0031548000006,1867.0031548000006,1869.006375699999,1870.0216948999987,None,1870.0216948999987,1870.0216948999987,1,306.15649999890593,space,0.30615649999890593,1870.4404281999996,1870.954830999999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,1,1870.954830999999,1870.954830999999,1870.954830999999,1871.9574641,None,1871.9574641,1871.9574641,1,346.50129999863566,space,0.34650129999863566,1872.3366558999987,1872.838234499999,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,3,1872.838234499999,1872.838234499999,1874.839549299999,1875.8541726000003,None,1875.8541726000003,1875.8541726000003,1,337.49830000306247,space,0.33749830000306247,1876.220801800002,1876.7220491000007,,,,,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876.7220491000007,1876.7220491000007,space,13.541684000003443,,,,,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.3038793999986,1890.3038793999986,num_8,2.1198920000024373,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.8534064000014,1892.8534064000014,num_1,2.947431000000506,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.1862352999997,1896.1862352999997,num_2,1.6458584000029077,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.2374213000003,1898.2374213000003,num_7,2.2598010000001523,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.8685890999986,1900.8685890999986,num_0,9.011253700002271,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.2860619999992,1910.2860619999992,num_6,6.258514299999661,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.986445300001,1916.986445300001,num_3,5.205610000000888,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.5691345999985,1922.5691345999985,num_4,1.9994589000016276,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924.952899,1924.952899,num_7,5.023774200002663,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.3682025999988,1930.3682025999988,num_5,4.056175300000177,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.799769199999,1934.799769199999,num_7,7.360600100000738,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.5163217000008,1942.5163217000008,num_9,5.772080599999754,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.7013294999997,1948.7013294999997,num_5,2.986846499999956,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0674561000014,1952.0674561000014,num_1,2.940969100000075,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.4490348,1955.4490348,num_3,2.8073476999998093,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.6660001000018,1958.6660001000018,num_6,2.5424511000019265,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.617341000001,1961.617341000001,num_3,1.6472662999985914,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.7008386999987,1963.7008386999987,num_9,3.6522126000018034,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.7153024,1967.7153024,num_4,3.7812314000038896,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.9176068999986,1971.9176068999986,num_2,4.227181700000074,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.5804422,1976.5804422,num_7,1.9564156000014918,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.8813264000019,1978.8813264000019,num_8,8.910993900000904,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.215525399999,1988.215525399999,num_4,2.000802600003226,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.6308032000015,1990.6308032000015,num_1,4.377739300001849,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.4485080000013,1995.4485080000013,num_9,1.6323215999982494,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.498359600002,1997.498359600002,num_6,3.542577500000334,,,,,,Vojta,001,2023-12-15_11h41.36.213,game,2022.2.5,60.8736463981828,
