trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_14.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.2589019999723,2023.2589019999723,num_9,1.9012719999882393,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.5423982999637,2025.5423982999637,num_2,2.3469169000163674,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.2754060999723,2028.2754060999723,num_6,4.564603400009219,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.1839893999859,2033.1839893999859,num_0,1.2728731000097468,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.8417509999708,2034.8417509999708,num_9,1.1105844000121579,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.3416751999757,2036.3416751999757,num_4,11.154209300002549,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047.858800099988,2047.858800099988,num_9,2.533445800014306,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.7409611999756,2050.7409611999756,num_2,2.163492999970913,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.2572837999905,2053.2572837999905,num_2,3.2786707999766804,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.87379350001,2056.87379350001,num_4,5.806186100002378,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.0399558999925,2063.0399558999925,num_7,1.6642451000516303,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.0728911999613,2065.0728911999613,num_6,3.6790409000241198,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.1236912999884,2069.1236912999884,num_1,1.3648311999859288,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070.839953299961,2070.839953299961,num_4,1.7121244000154547,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.906484999985,2072.906484999985,num_6,2.3655419999849983,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.6228844000143,2075.6228844000143,num_8,1.8732049000100233,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077.8730431000004,2077.8730431000004,num_6,1.7111713000340387,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.9227016000077,2079.9227016000077,num_5,4.686145400046371,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085.038734300004,2085.038734300004,num_1,4.242285999993328,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.6558672999963,2089.6558672999963,num_1,1.1850937000126578,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.2220166999614,2091.2220166999614,num_2,4.666574199975003,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.238374700013,2096.238374700013,num_0,3.2182220999966376,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.8217376999673,2099.8217376999673,num_1,1.8343845999916084,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.087615699973,2102.087615699973,num_7,2.4730826999875717,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.9379316999693,2104.9379316999693,num_0,1.2945011000265367,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106.6211368999793,2106.6211368999793,num_5,1.6835154999862425,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.688838300004,2108.688838300004,num_4,3.7919111999799497,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.588882799959,2113.588882799959,space,2.164275799994357,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126.9595284999814,3126.9595284999814,space,149.1228681000066,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276.124078999972,3276.124078999972,space,5.675535899994429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,3281.8264455999597,3281.8264455999597,3281.8264455999597,3282.826069200004,None,3282.826069200004,3282.826069200004,1,406.00149997044355,space,0.40600149997044355,3283.273785699974,3283.7754839999834,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1,3283.7754839999834,3283.7754839999834,3283.7754839999834,3284.77547719999,None,3284.77547719999,3284.77547719999,1,304.0257000247948,space,0.3040257000247948,3285.1073875,3285.6091429999797,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,1,3285.6091429999797,3285.6091429999797,3285.6091429999797,3286.6088200999657,None,3286.6088200999657,3286.6088200999657,1,311.1157999956049,space,0.3111157999956049,3286.942145499983,3287.441889400012,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,1,3287.441889400012,3287.441889400012,3287.441889400012,3288.442002900003,None,3288.442002900003,3288.442002900003,1,310.16180000733584,space,0.31016180000733584,3288.775578200002,3289.2752888000105,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,4,3289.2752888000105,3289.2752888000105,3292.2776747999596,3293.2767836999847,None,3293.2767836999847,3293.2767836999847,1,315.31159998849034,space,0.31531159998849034,3293.623058600002,3294.1255601000157,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,3,3294.1255601000157,3294.1255601000157,3296.124954500003,3297.1246426000143,None,3297.1246426000143,3297.1246426000143,1,299.5431000017561,space,0.2995431000017561,3297.4560149000026,3297.958331700007,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,3,3297.958331700007,3297.958331700007,3299.9580724000116,3300.9579612999805,None,3300.9579612999805,3300.9579612999805,1,299.3741000536829,space,0.2993741000536829,3301.2895429999917,3301.7911815000116,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,1,3301.7911815000116,3301.7911815000116,3301.7911815000116,3302.7912106000003,None,3302.7912106000003,3302.7912106000003,1,361.3005999941379,space,0.3613005999941379,3303.1895016999915,3303.690947299998,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,3303.690947299998,3303.690947299998,3304.690771499998,3305.690882999974,None,3305.690882999974,3305.690882999974,1,325.31420001760125,space,0.32531420001760125,3306.05588900001,3306.558617600007,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,3,3306.558617600007,3306.558617600007,3308.5575615999987,3309.5572338000056,None,3309.5572338000056,3309.5572338000056,1,322.76870001805946,space,0.32276870001805946,3309.908025999961,3310.408240199962,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,2,3310.408240199962,3310.408240199962,3311.4084375000093,3312.4078796000103,None,3312.4078796000103,3312.4078796000103,1,320.0981999980286,space,0.3200981999980286,3312.757200399996,3313.2582435999648,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,2,3313.2582435999648,3313.2582435999648,3314.259644099977,3315.2590507999994,None,3315.2590507999994,3315.2590507999994,1,341.3861999870278,space,0.3413861999870278,3315.624459899962,3316.1262974999845,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,4,3316.1262974999845,3316.1262974999845,3319.1406870000064,3320.1404417000012,None,3320.1404417000012,3320.1404417000012,1,340.0931000360288,space,0.3400931000360288,3320.5074091000133,3321.0073645999655,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,2,3321.0073645999655,3321.0073645999655,3322.0072878999636,3323.0075938999653,None,3323.0075938999653,3323.0075938999653,1,345.9371000062674,space,0.34593710000626743,3323.3881353999604,3323.889849899977,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,4,3323.889849899977,3323.889849899977,3326.8895284999744,3327.889853700006,None,3327.889853700006,3327.889853700006,1,319.16010001441464,space,0.31916010001441464,3328.2382393999724,3328.7396722999983,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,3,3328.7396722999983,3328.7396722999983,3330.739743400016,3331.739761199977,None,3331.739761199977,3331.739761199977,1,339.9768000235781,space,0.3399768000235781,3332.1209519999684,3332.6228685000096,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,4,3332.6228685000096,3332.6228685000096,3335.62257149996,3336.62274229998,None,3336.62274229998,3336.62274229998,1,322.3190999706276,space,0.3223190999706276,3336.973104499979,3337.473163299961,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,3,3337.473163299961,3337.473163299961,3339.4733782999683,3340.472890099976,None,3340.472890099976,3340.472890099976,1,360.3533999994397,space,0.3603533999994397,3340.870081399975,3341.3724812999717,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,1,3341.3724812999717,3341.3724812999717,3341.3724812999717,3342.3721842999803,None,3342.3721842999803,3342.3721842999803,1,403.64319999935105,space,0.40364319999935105,3342.8044069999596,3343.305810799997,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,4,3343.305810799997,3343.305810799997,3346.305588599993,3347.305599699961,None,3347.305599699961,3347.305599699961,1,374.6808000141755,space,0.3746808000141755,3347.719810699986,3348.2217175000114,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,2,3348.2217175000114,3348.2217175000114,3349.222702900006,3350.2222172999755,None,3350.2222172999755,3350.2222172999755,1,298.2769000227563,space,0.2982769000227563,3350.5529212999973,3351.0566913000075,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,2,3351.0566913000075,3351.0566913000075,3352.0552194999764,3353.0550076999934,None,3353.0550076999934,3353.0550076999934,1,345.61789996223524,space,0.34561789996223524,3353.436495599977,3353.9382332999958,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,3,3353.9382332999958,3353.9382332999958,3355.9382740000146,3356.9382154999766,None,3356.9382154999766,3356.9382154999766,1,309.71439997665584,space,0.30971439997665584,3357.2863324999926,3357.7886363000143,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,3,3357.7886363000143,3357.7886363000143,3359.7882473999634,3360.788183800003,None,3360.788183800003,3360.788183800003,1,316.0298999864608,space,0.3160298999864608,3361.1370974999736,3361.6380923999823,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,3,3361.6380923999823,3361.6380923999823,3363.6381951000076,3364.637655299972,None,3364.637655299972,3364.637655299972,1,315.2719000354409,space,0.3152719000354409,3364.9857070000144,3365.4878242000123,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,1,3365.4878242000123,3365.4878242000123,3365.4878242000123,3366.488154499966,None,3366.488154499966,3366.488154499966,1,344.2207999760285,space,0.3442207999760285,3366.8541725999676,3367.354332799965,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,4,3367.354332799965,3367.354332799965,3370.3543292999966,3371.354467500001,None,3371.354467500001,3371.354467500001,1,326.407200016547,space,0.326407200016547,3371.7047007000074,3372.206295299984,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,2,3372.206295299984,3372.206295299984,3373.2045433999738,3374.220581099973,None,3374.220581099973,3374.220581099973,1,355.9075999655761,space,0.3559075999655761,3374.6049318999867,3375.1062804000103,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,4,3375.1062804000103,3375.1062804000103,3378.120131500007,3379.1202370999963,None,3379.1202370999963,3379.1202370999963,1,321.1589999846183,space,0.3211589999846183,3379.4709423999884,3379.97081530001,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,1,3379.97081530001,3379.97081530001,3379.97081530001,3380.970830200007,None,3380.970830200007,3380.970830200007,1,525.9402000228874,space,0.5259402000228874,3381.5357391000143,3382.0371231999598,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,3,3382.0371231999598,3382.0371231999598,3384.037057999987,3385.036795699969,None,3385.036795699969,3385.036795699969,1,307.69689998123795,space,0.30769689998123795,3385.385558400012,3385.8892342000036,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,4,3385.8892342000036,3385.8892342000036,3388.903826900001,3389.9037405999843,None,3389.9037405999843,3389.9037405999843,1,321.7096999869682,space,0.3217096999869682,3390.2693441999727,3390.7698205999914,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,4,3390.7698205999914,3390.7698205999914,3393.770034699992,3394.769516500004,None,3394.769516500004,3394.769516500004,1,311.52609997661784,space,0.31152609997661784,3395.1177878999733,3395.619629899971,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,4,3395.619629899971,3395.619629899971,3398.619386699982,3399.619492699974,None,3399.619492699974,3399.619492699974,1,349.5410999748856,space,0.3495410999748856,3400.000585699978,3400.5022354999674,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,1,3400.5022354999674,3400.5022354999674,3400.5022354999674,3401.5023395000026,None,3401.5023395000026,3401.5023395000026,1,385.9274999704212,space,0.3859274999704212,3401.9172644999926,3402.419096799975,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,2,3402.419096799975,3402.419096799975,3403.419134099968,3404.418914299982,None,3404.418914299982,3404.418914299982,1,325.4469000385143,space,0.3254469000385143,3404.76954259997,3405.271786700003,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,3,3405.271786700003,3405.271786700003,3407.2854327000096,3408.285523700004,None,3408.285523700004,3408.285523700004,1,340.3764000395313,space,0.3403764000395313,3408.652056699968,3409.154409300012,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,1,3409.154409300012,3409.154409300012,3409.154409300012,3410.1531196999713,None,3410.1531196999713,3410.1531196999713,1,391.3211000035517,space,0.3913211000035517,3410.570701599994,3411.0727422999917,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,3,3411.0727422999917,3411.0727422999917,3413.085040199978,3414.0849355999962,None,3414.0849355999962,3414.0849355999962,1,316.274999990128,space,0.316274999990128,3414.4329518000013,3414.9354243999696,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,4,3414.9354243999696,3414.9354243999696,3417.9352096999646,3418.935567700013,None,3418.935567700013,3418.935567700013,1,321.6402999823913,space,0.3216402999823913,3419.2999866000027,3419.80166930001,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,1,3419.80166930001,3419.80166930001,3419.80166930001,3420.8012786000036,None,3420.8012786000036,3420.8012786000036,1,479.698599956464,space,0.479698599956464,3421.3165731999907,3421.8183796000085,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,3,3421.8183796000085,3421.8183796000085,3423.8179603999597,3424.818122399971,None,3424.818122399971,3424.818122399971,1,367.1119000064209,space,0.3671119000064209,3425.215879199968,3425.7177834999748,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,2,3425.7177834999748,3425.7177834999748,3426.717704999959,3427.7179240999976,None,3427.7179240999976,3427.7179240999976,1,355.20510002970695,space,0.35520510002970695,3428.1164717999636,3428.6177998000057,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,3,3428.6177998000057,3428.6177998000057,3430.6177539000055,3431.6176609999966,None,3431.6176609999966,3431.6176609999966,1,295.625300030224,space,0.295625300030224,3431.9490742000053,3432.4509726999677,,,,,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.4509726999677,3432.4509726999677,space,3.3016578999813646,,,,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435.7986545999884,3435.7986545999884,num_8,1.2824711999855936,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437.4658472000156,3437.4658472000156,num_1,1.3431895000394434,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439.1821753999684,3439.1821753999684,num_9,2.0821746000437997,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3441.615741799993,3441.615741799993,num_7,3.0653395999688655,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445.0654001999646,3445.0654001999646,num_6,4.22494700003881,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449.648540299968,3449.648540299968,num_0,2.8572238000342622,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452.8820257000043,3452.8820257000043,num_3,2.783905499964021,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456.0161231000093,3456.0161231000093,num_5,1.3689784000162035,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
