trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.64460710005369,10.64460710005369,space,0.714056299882941,,904572,001,2023-12-07_10h11.58.579,game,2022.2.5,59.708942809361794,
