trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.61227639997378,12.61227639997378,space,6.1721295999595895,,746454,001,2023-12-07_13h44.39.694,game,2022.2.5,60.083118976197845,
