text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
10.769694700022228,10.769694700022228,space,0.9956072999630123,,,919935,001,2023-12-07_12h01.47.270,game,2022.2.5,60.11869836604336,
,,,,11.78259600000456,11.78259600000456,,,,,,,
