text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
21.49431699991692,21.49431699991692,space,3.7702363999560475,646330,001,2023-12-07_11h31.19.977,game,2022.2.5,60.01687673450793,
