text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
13.007344800047576,13.007344800047576,space,1.750215300009586,331453,001,2023-12-06_11h33.02.560,game,2022.2.5,60.02577506142578,
