trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.615640299976803,9.615640299976803,space,0.4202078999951482,,,256609,001,2023-12-07_14h25.41.599,game,2022.2.5,60.07896779507594,
,,,,,,,,10.062270099995658,10.062270099995658,,,,,,,
