text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
16.258027000003494,16.258027000003494,space,0.9422592000046279,301609,001,2023-12-13_13h59.39.086,game,2022.2.5,60.03337855754742,
