text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.865944100078195,8.865944100078195,space,0.35123289993498474,,,,828277,001,2023-12-07_11h27.49.185,game,2022.2.5,60.17368533089874,
,,,,9.2456551999785,9.2456551999785,10.24541950004641,,,,,,,
