trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,text_9.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.749936699983664,9.749936699983664,space,1.9444420000072569,,,,709709,001,2023-12-07_13h48.55.111,game,2022.2.5,60.20179643037844,
,,,,,,,,11.711845999932848,11.711845999932848,11.711845999932848,,,,,,,
