text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.676848899980541,9.676848899980541,space,1.485554700018838,066158,001,2023-12-04_17h21.18.278,game,2022.2.5,59.916512330745256,
