trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_14.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,3,2828.3107237999793,2828.3107237999793,2830.3113176999614,2831.308995099971,None,2831.308995099971,2831.308995099971,1,374.0865000290796,space,0.3740865000290796,2831.7089731000015,2832.211317199981,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,4,2832.211317199981,2832.211317199981,2835.2262944999966,2836.2259243999724,None,2836.2259243999724,2836.2259243999724,1,385.3252000408247,space,0.3853252000408247,2836.626459799998,2837.1279909999575,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,1,2837.1279909999575,2837.1279909999575,2837.1279909999575,2838.142499199952,None,2838.142499199952,2838.142499199952,1,413.04340003989637,space,0.41304340003989637,2838.5907163000084,2839.092955800006,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,2,2839.092955800006,2839.092955800006,2840.093149299966,2841.0918233999982,None,2841.0918233999982,2841.0918233999982,1,327.6432999991812,space,0.3276432999991812,2841.442598099995,2841.942552399996,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,1,2841.942552399996,2841.942552399996,2841.942552399996,2842.9427810999914,None,2842.9427810999914,2842.9427810999914,1,341.2697999738157,space,0.3412697999738157,2843.3244586999645,2843.8251308999606,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,4,2843.8251308999606,2843.8251308999606,2846.82481999998,2847.824927699985,None,2847.824927699985,2847.824927699985,1,385.86290000239387,space,0.38586290000239387,2848.2415154000046,2848.7416438999935,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,4,2848.7416438999935,2848.7416438999935,2851.7414058999857,2852.7413287999807,None,2852.7413287999807,2852.7413287999807,1,326.05480001075193,space,0.32605480001075193,2853.0921349999844,2853.5931143999915,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,1,2853.5931143999915,2853.5931143999915,2853.5931143999915,2854.607179899991,None,2854.607179899991,2854.607179899991,1,340.69799998542294,space,0.34069799998542294,2854.989210299973,2855.491605899995,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,2,2855.491605899995,2855.491605899995,2856.493136999954,2857.4912740999716,None,2857.4912740999716,2857.4912740999716,1,344.3523999885656,space,0.3443523999885656,2857.857418700005,2858.3599043999566,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,2,2858.3599043999566,2858.3599043999566,2859.375864600006,2860.3747440999723,None,2860.3747440999723,2860.3747440999723,1,316.87919999239966,space,0.31687919999239966,2860.708063500002,2861.2086778999656,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,3,2861.2086778999656,2861.2086778999656,2863.2239714000025,2864.2239101000014,None,2864.2239101000014,2864.2239101000014,1,315.5128000071272,space,0.3155128000071272,2864.5738801999833,2865.0742705999874,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,3,2865.0742705999874,2865.0742705999874,2867.0745486999513,2868.074537599983,None,2868.074537599983,2868.074537599983,1,313.18220001412556,space,0.31318220001412556,2868.4227418999653,2868.9242972999928,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,4,2868.9242972999928,2868.9242972999928,2871.923724799999,2872.923428899958,None,2872.923428899958,2872.923428899958,1,320.4445999581367,space,0.3204445999581367,2873.288356999983,2873.7901882999577,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,1,2873.7901882999577,2873.7901882999577,2873.7901882999577,2874.7901109000086,None,2874.7901109000086,2874.7901109000086,1,389.51300003100187,space,0.38951300003100187,2875.2070559999556,2875.7076520999544,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,3,2875.7076520999544,2875.7076520999544,2877.723293899966,2878.7073101999704,None,2878.7073101999704,2878.7073101999704,1,400.4545999923721,space,0.4004545999923721,2879.122955299972,2879.6232189,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,4,2879.6232189,2879.6232189,2882.6227929999586,2883.6231821999536,None,2883.6231821999536,2883.6231821999536,1,356.0138999600895,space,0.3560138999600895,2884.02140909998,2884.5232337999623,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,3,2884.5232337999623,2884.5232337999623,2886.5231732999673,2887.5230372999795,None,2887.5230372999795,2887.5230372999795,1,296.4399000047706,space,0.2964399000047706,2887.854476599954,2888.3563134999713,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,1,2888.3563134999713,2888.3563134999713,2888.3563134999713,2889.3560701999813,None,2889.3560701999813,2889.3560701999813,1,359.78880000766367,space,0.35978880000766367,2889.754096599994,2890.2570383999846,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,1,2890.2570383999846,2890.2570383999846,2890.2570383999846,2891.271898099978,None,2891.271898099978,2891.271898099978,1,323.14759999280795,space,0.32314759999280795,2891.6215215999982,2892.1248823999777,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,3,2892.1248823999777,2892.1248823999777,2894.1390963000013,2895.1393447999726,None,2895.1393447999726,2895.1393447999726,1,319.99819999327883,space,0.31999819999327883,2895.5036860999535,2896.0064902000013,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,2,2896.0064902000013,2896.0064902000013,2897.005846699991,2898.00569739996,None,2898.00569739996,2898.00569739996,1,357.936599990353,space,0.357936599990353,2898.403820999956,2898.9057506999816,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,4,2898.9057506999816,2898.9057506999816,2901.9053424999584,2902.906053099956,None,2902.906053099956,2902.906053099956,1,409.2782000079751,space,0.4092782000079751,2903.354258199979,2903.856061199971,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,3,2903.856061199971,2903.856061199971,2905.855657499982,2906.8560149999685,None,2906.8560149999685,2906.8560149999685,1,331.84800000162795,space,0.33184800000162795,2907.2203370999778,2907.722270899976,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,4,2907.722270899976,2907.722270899976,2910.7215839999844,2911.7215440999717,None,2911.7215440999717,2911.7215440999717,1,314.2700999742374,space,0.3142700999742374,2912.0695459999843,2912.575792799995,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,3,2912.575792799995,2912.575792799995,2914.588515099953,2915.5885024999734,None,2915.5885024999734,2915.5885024999734,1,335.1287000114098,space,0.3351287000114098,2915.9529339,2916.4545721999602,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,4,2916.4545721999602,2916.4545721999602,2919.4545263999607,2920.4545534999925,None,2920.4545534999925,2920.4545534999925,1,324.95249999919906,space,0.32495249999919906,2920.8197618999984,2921.3211655999767,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,1,2921.3211655999767,2921.3211655999767,2921.3211655999767,2922.321532299975,None,2922.321532299975,2922.321532299975,1,379.3035999988206,space,0.3793035999988206,2922.736166699964,2923.2380208999966,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,2,2923.2380208999966,2923.2380208999966,2924.238090300001,2925.2373677999713,None,2925.2373677999713,2925.2373677999713,1,334.51070002047345,space,0.33451070002047345,2925.602270399977,2926.106287500006,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,3,2926.106287500006,2926.106287500006,2928.1217735999962,2929.1212568999617,None,2929.1212568999617,2929.1212568999617,1,355.0775999901816,space,0.3550775999901816,2929.5183357999776,2930.020469899988,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,2,2930.020469899988,2930.020469899988,2931.021459099953,2932.020462799992,None,2932.020462799992,2932.020462799992,1,343.54050003457814,space,0.34354050003457814,2932.401520799962,2932.905202099995,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,1,2932.905202099995,2932.905202099995,2932.905202099995,2933.9052827999694,None,2933.9052827999694,2933.9052827999694,1,370.641199988313,space,0.370641199988313,2934.320072499977,2934.8205584999523,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,3,2934.8205584999523,2934.8205584999523,2936.820442299999,2937.8199873999692,None,2937.8199873999692,2937.8199873999692,1,351.3968999614008,space,0.3513968999614008,2938.2019501999603,2938.7042931999895,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,4,2938.7042931999895,2938.7042931999895,2941.7034654999734,2942.7034849000047,None,2942.7034849000047,2942.7034849000047,1,355.8720999862999,space,0.3558720999862999,2943.1013322999934,2943.6051424999605,,,,,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.6051424999605,2943.6051424999605,space,4.86304129997734,,,,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948.50089679996,2948.50089679996,num_0,2.4312667999765836,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2951.3345165000064,2951.3345165000064,num_1,3.0373028999892995,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.7175986999646,2954.7175986999646,num_5,1.6707902000052854,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956.7508452999755,2956.7508452999755,num_3,2.812862800026778,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2959.9173428000067,2959.9173428000067,num_2,1.7824058000114746,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962.0838880999945,2962.0838880999945,num_6,3.0170705000055023,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965.450360299961,2965.450360299961,num_8,5.209305200027302,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971.0168371999753,2971.0168371999753,num_0,1.6029445000458509,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973.033336399996,2973.033336399996,num_5,1.7947436000104062,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975.199781399977,2975.199781399977,num_9,9.588805299950764,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985.182611599972,2985.182611599972,num_0,1.645231300033629,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987.2494431000086,2987.2494431000086,num_9,2.107161499967333,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989.782451999956,2989.782451999956,num_1,1.5578627999639139,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.7322911999654,2991.7322911999654,num_9,2.847732199996244,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994.999240699981,2994.999240699981,num_5,3.74094479996711,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999.1571869999752,2999.1571869999752,num_3,2.9748632999835536,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.5316799999564,3002.5316799999564,num_1,4.729625599982683,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3007.681057199952,3007.681057199952,num_9,1.4672924000187777,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009.5480722999782,3009.5480722999782,num_7,2.3598531000316143,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012.314636599971,3012.314636599971,num_1,3.313321600027848,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016.0309165999643,3016.0309165999643,num_5,10.454017800046131,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026.8971929999534,3026.8971929999534,num_9,1.699638899997808,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028.963579399977,3028.963579399977,num_8,2.1292400999809615,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031.4634513999918,3031.4634513999918,num_9,6.9725668000173755,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038.813446199987,3038.813446199987,num_8,3.559593699988909,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042.7794814999797,3042.7794814999797,num_3,2.46537079999689,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045.6288522999967,3045.6288522999967,num_0,2.2553123999969102,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048.279391499993,3048.279391499993,num_7,5.246671199973207,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053.895683599985,3053.895683599985,num_4,2.7804893999709748,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057.0625677999924,3057.0625677999924,num_9,2.934903299959842,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060.3620814000024,3060.3620814000024,num_1,4.411081599944737,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.1451180999866,3065.1451180999866,num_1,5.307792500010692,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070.8779644999886,3070.8779644999886,num_1,5.502379000012297,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076.7625199999893,3076.7625199999893,num_9,1.4506119000143372,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3078.577715099964,3078.577715099964,num_9,2.9070069000008516,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.860771699983,3081.860771699983,num_9,4.247523400001228,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086.5271760000032,3086.5271760000032,num_3,5.293698899971787,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3092.2437593999784,3092.2437593999784,num_8,1.768746999965515,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094.410406399984,3094.410406399984,num_9,1.778733400045894,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096.5598637000076,3096.5598637000076,None,,,,,,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098.494915999996,3098.494915999996,space,3.4168967000441626,,,,,leonard,001,2023-12-20_14h58.01.875,game,2022.2.5,60.23943972490437,
