trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,MathsFailCounter,key_resp_4.keys,key_resp_4.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.1365704000054,1727.1365704000054,0,0,2.79134100000374,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.3506455000024,1730.3506455000024,0,6,5.0953170000284445,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.845425800013,1735.845425800013,0,7,6.431746500020381,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.6717828999972,1742.6717828999972,0,8,5.899172500008717,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.9661951000162,1748.9661951000162,0,7,15.118405500019435,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.4681705000112,1764.4681705000112,1,0,6.0017629000067245,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.8459715000063,1770.8459715000063,0,8,4.00947410002118,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.2250897000195,1775.2250897000195,0,0,6.711747099994682,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.3687280000013,1782.3687280000013,0,8,7.584923800022807,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.3275929000229,1790.3275929000229,0,0,3.3356024000095204,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.1073243000137,1794.1073243000137,0,5,4.235698100004811,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.7700709000055,1798.7700709000055,0,4,4.863570100016659,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.0316112000146,1804.0316112000146,0,6,13.862726899998961,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.2682751000102,1818.2682751000102,,6,2.0445715000096243,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882.7910152999975,2882.7910152999975,space,96.26970210002037,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2979.0849273000204,2979.0849273000204,space,1.2014885999960825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,3,2980.317227499996,2980.317227499996,2982.331944800011,2983.331038000004,None,2983.331038000004,2983.331038000004,1,340.2127999870572,space,0.3402127999870572,2983.696898800001,2984.196010600019,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,3,2984.196010600019,2984.196010600019,2986.21124590002,2987.2099368000054,None,2987.2099368000054,2987.2099368000054,1,283.5979999799747,space,0.2835979999799747,2987.5097277000023,2988.009720000002,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,1,2988.009720000002,2988.009720000002,2988.009720000002,2989.0253551000205,None,2989.0253551000205,2989.0253551000205,1,349.2050000058953,space,0.34920500000589527,2989.3914174000092,2989.890828100004,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,4,2989.890828100004,2989.890828100004,2992.9053980000026,2993.904032899998,None,2993.904032899998,2993.904032899998,1,300.76440001721494,space,0.30076440001721494,2994.2205739000055,2994.7364694999997,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,1,2994.7364694999997,2994.7364694999997,2994.7364694999997,2995.736114600004,None,2995.736114600004,2995.736114600004,1,417.3315000080038,space,0.4173315000080038,2996.1688536000147,2996.6681055000226,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,1,2996.6681055000226,2996.6681055000226,2996.6681055000226,2997.6843171000073,None,2997.6843171000073,2997.6843171000073,1,357.5717000057921,space,0.3575717000057921,2998.066327800014,2998.567295100016,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,2,2998.567295100016,2998.567295100016,2999.581893399998,3000.5814451000188,None,3000.5814451000188,3000.5814451000188,1,272.7593000163324,space,0.2727593000163324,3000.881133000017,3001.39655830001,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,3,3001.39655830001,3001.39655830001,3003.411811400001,3004.410669100005,None,3004.410669100005,3004.410669100005,1,289.082299976144,space,0.289082299976144,3004.726959499996,3005.2271692000213,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,1,3005.2271692000213,3005.2271692000213,3005.2271692000213,3006.242151000013,None,3006.242151000013,3006.242151000013,1,303.2168000063393,space,0.3032168000063393,3006.57541390002,3007.0749679,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,3,3007.0749679,3007.0749679,3009.0896084000124,3010.0885221000062,None,3010.0885221000062,3010.0885221000062,1,281.05370001867414,space,0.28105370001867414,3010.3888255000056,3010.8881687000103,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,1,3010.8881687000103,3010.8881687000103,3010.8881687000103,3011.886988000013,None,3011.886988000013,3011.886988000013,1,319.82849998166785,space,0.31982849998166785,3012.2375256000087,3012.7537294000213,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,2,3012.7537294000213,3012.7537294000213,3013.769323500019,3014.768421500019,None,3014.768421500019,3014.768421500019,1,304.33070001890883,space,0.30433070001890883,3015.100534199999,3015.600586500019,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,3,3015.600586500019,3015.600586500019,3017.615288400004,3018.614304800023,None,3018.614304800023,3018.614304800023,1,259.3889000127092,space,0.2593889000127092,3018.8976613999985,3019.3965420000022,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,3,3019.3965420000022,3019.3965420000022,3021.41177950002,3022.410543500009,None,3022.410543500009,3022.410543500009,1,253.14459999208339,space,0.2531445999920834,3022.6940006000223,3023.1937455000007,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,3,3023.1937455000007,3023.1937455000007,3025.207993500022,3026.206693200016,None,3026.206693200016,3026.206693200016,1,279.7947999788448,space,0.2797947999788448,3026.5071907000092,3027.0060865000123,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,2,3027.0060865000123,3027.0060865000123,3028.0058418000117,3029.0048599000147,None,3029.0048599000147,3029.0048599000147,1,279.23050001845695,space,0.27923050001845695,3029.303990800021,3029.80429,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,3,3029.80429,3029.80429,3031.818641400023,3032.818100100005,None,3032.818100100005,3032.818100100005,1,257.9278000048362,space,0.25792780000483617,3033.1007246000227,3033.60011140001,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,4,3033.60011140001,3033.60011140001,3036.614264700009,3037.6132676000125,None,3037.6132676000125,3037.6132676000125,1,286.35000000940636,space,0.28635000000940636,3037.9292816000234,3038.429817600001,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,2,3038.429817600001,3038.429817600001,3039.4445452000073,3040.4441888,None,3040.4441888,3040.4441888,1,293.113199993968,space,0.293113199993968,3040.7602321000013,3041.2605819000164,,,,,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3041.2605819000164,3041.2605819000164,space,1.265904200001387,,,,,,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042.558361000003,3042.558361000003,0,3,3.8565572000225075,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046.803546900017,3046.803546900017,0,1,3.645866000006208,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050.8844664000208,3050.8844664000208,0,2,5.883280699985335,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057.2274774000107,3057.2274774000107,0,2,1.7182444000209216,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059.375142200006,3059.375142200006,0,5,1.7378819000150543,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.52319800001,3061.52319800001,0,7,5.517663000005996,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067.4009569000045,3067.4009569000045,0,5,6.145716600003652,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073.9618528000137,3073.9618528000137,0,3,4.666293599992059,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3079.0574105000123,3079.0574105000123,0,9,5.21240280001075,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084.668492500001,3084.668492500001,1,7,4.113310300017474,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089.164395,3089.164395,0,5,2.5903238999890164,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3092.1617948000203,3092.1617948000203,0,3,2.004627399990568,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094.5423796999967,3094.5423796999967,1,3,8.237690300011309,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3103.200940700015,3103.200940700015,0,5,1.9012046999996528,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.4653539000137,3105.4653539000137,0,2,2.497581600007834,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108.379663800006,3108.379663800006,0,8,2.9724332000187133,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111.7767685000144,3111.7767685000144,1,8,6.763354299997445,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118.8866988999944,3118.8866988999944,0,0,5.731159600021783,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3124.98081540002,3124.98081540002,1,4,7.986011000000872,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133.3892206000164,3133.3892206000164,0,5,4.1795426000026055,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3138.0187860000005,3138.0187860000005,1,3,11.48963070003083,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3149.957450100017,3149.957450100017,,9,8.316516999999294,,,,,,751977,001,2023-12-13_15h33.40.021,game,2022.2.5,60.35640457063546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.5632254999946,,,,,,,
