trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_5.started,slider.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.057823300012387,11.057823300012387,space,0.9580003999872133,,,689300,001,2023-12-11_11h36.07.212,game,2022.2.5,59.83563155025306,
,,,,,,,,12.086159800062887,12.086159800062887,,,,,,,
