text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,participant,session,date,expName,psychopyVersion,frameRate,
10.799290099996142,10.799290099996142,space,0.9568826999748126,,857385,001,2023-12-06_11h34.57.843,game,2022.2.5,60.146902786631046,
,,,,53.5389778999961,,,,,,,
