trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.905776500003412,8.905776500003412,space,1.657323500025086,374684,001,2023-12-07_10h09.28.343,game,2022.2.5,60.079617513876215,
