text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
9.295306400046684,9.295306400046684,space,1.6274096999550238,,,024187,001,2023-12-06_14h38.22.866,game,2022.2.5,60.07023409305116,
,,,,24.07746960001532,29.08991610002704,,,,,,,
