text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
8.950832500006072,8.950832500006072,space,1.4096690999576822,,,654888,001,2023-12-06_15h06.42.252,game,2022.2.5,60.12101155563406,
,,,,33.70794760005083,63.09754550002981,,,,,,,
