trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,text_9.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.059259900008328,13.059259900008328,space,1.1767779999645427,,,,058771,001,2023-12-07_14h07.45.799,game,2022.2.5,60.08766788947518,
,,,,,,,,14.254921599989757,14.254921599989757,14.254921599989757,,,,,,,
