trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,text_9.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.435539999976754,10.435539999976754,space,3.1743854999076575,,,,010077,001,2023-12-07_14h06.06.035,game,2022.2.5,60.087559615042615,
,,,,,,,,13.62920970004052,13.62920970004052,13.62920970004052,,,,,,,
