text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,participant,session,date,expName,psychopyVersion,frameRate,
8.50230890000239,8.50230890000239,space,1.0343852000078186,,040855,001,2023-12-06_11h37.53.894,game,2022.2.5,59.92559638503558,
,,,,22.386280599981546,,,,,,,
