text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
10.516809799999464,10.516809799999464,space,9.847163300029933,767741,001,2023-12-05_15h55.28.457,game,2022.2.5,60.06345103734649,
