text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.591236600012053,8.591236600012053,space,2.068197100015823,183440,001,2023-12-05_15h38.42.998,game,2022.2.5,59.96677841009411,
