text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
8.845306300092489,8.845306300092489,space,0.9633151999441907,,,077176,001,2023-12-07_12h00.40.750,game,2022.2.5,59.837600754913574,
,,,,9.82448840001598,9.82448840001598,,,,,,,
