text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.206074100000478,9.206074100000478,space,1.0693484999992506,663190,001,2023-12-11_16h44.19.386,game,2022.2.5,59.9965681964688,
