text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.811097500030883,8.811097500030883,space,1.3863935000263155,506293,001,2023-12-05_15h52.00.480,game,2022.2.5,60.323818243057,
