trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.476891999947838,8.476891999947838,space,0.9271172999870032,,,730670,001,2023-12-07_10h10.29.214,game,2022.2.5,60.153379063368064,
