text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.601512099965475,9.601512099965475,space,0.5320530000608414,424296,001,2023-12-07_11h27.19.120,game,2022.2.5,60.017561174301285,
