trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.333811199991032,9.333811199991032,space,0.4912646000739187,,588631,001,2023-12-11_11h07.03.441,game,2022.2.5,61.009015910709294,
,,,,,,,,9.847047800081782,,,,,,,
