text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.903323200007435,8.903323200007435,space,0.5117184000555426,746011,001,2023-12-06_11h29.49.604,game,2022.2.5,60.16879753406442,
