text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
10.437181199900806,10.437181199900806,space,1.0244914999930188,,,080397,001,2023-12-07_11h59.34.800,game,2022.2.5,60.391287240886335,
,,,,11.483226599986665,11.483226599986665,,,,,,,
