text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
9.282694399997126,9.282694399997126,space,1.750923799991142,,,882512,001,2023-12-05_12h00.07.664,game,2022.2.5,60.06272951688982,
,,,,11.061962999985553,78.16572629997972,,,,,,,
