text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,participant,session,date,expName,psychopyVersion,frameRate,
8.934843100025319,8.934843100025319,space,0.8725464000017382,,320812,001,2023-12-05_15h39.43.685,game,2022.2.5,60.16575666801873,
,,,,9.831811800017022,,,,,,,
