trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.397805600077845,8.397805600077845,space,1.0591785999713466,,,077375,001,2023-12-07_10h11.00.379,game,2022.2.5,60.010501861902874,
,,,,,,,,9.477520300075412,9.477520300075412,,,,,,,
