trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,16.329083299999184,16.329083299999184,space,39.28340329999992,,,,,,,,,,,,,,,,,,,,,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
,,,,,,,,55.64167919999818,85.64279059999899,85.64279059999899,85.64279059999899,space,15.885142800001631,,,,,,,,,,,,,,,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
0,0,0,0,,,,,,,,,,,1,101.57268719999774,101.57268719999774,101.57268719999774,102.57469049999781,None,102.57469049999781,102.57469049999781,1,649.5719000013196,space,0.6495719000013196,103.25592999999935,103.75582199999917,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
1,0,1,0,,,,,,,,,,,2,103.75582199999917,103.75582199999917,104.7558312000001,105.75620839999829,None,105.75620839999829,105.75620839999829,1,1371.7720000022382,space,1.3717720000022382,107.17379919999803,107.68918889999986,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
2,0,2,0,,,,,,,,,,,3,107.68918889999986,107.68918889999986,109.68897920000018,110.68897629999992,None,110.68897629999992,110.68897629999992,1,550.5338000002666,space,0.5505338000002666,111.27216459999909,111.77193189999889,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
3,0,3,0,,,,,,,,,,,2,111.77193189999889,111.77193189999889,112.77213889999985,113.77207519999865,None,113.77207519999865,113.77207519999865,1,677.4052000000665,space,0.6774052000000665,114.48859280000033,114.98880079999799,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
4,0,4,0,,,,,,,,,,,1,114.98880079999799,114.98880079999799,114.98880079999799,115.98864590000085,None,115.98864590000085,115.98864590000085,1,386.96230000277865,space,0.38696230000277865,116.40660650000063,116.92203080000036,083270,001,2023-12-15_10h32.27.005,game,2022.2.5,59.90107935788122,
,,,,,,,,,,,,,,4,116.92203080000036,116.92203080000036,,,,,,,,,,,,,,,,,,
