trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_5.started,slider.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.841239399975166,9.841239399975166,space,1.3051010000053793,,,522455,001,2023-12-11_12h01.07.758,game,2022.2.5,60.21437519660292,
,,,,,,,,11.20401560002938,11.20401560002938,,,,,,,
