trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_14.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.01306500000646,389.01306500000646,4,6.0986318999785,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.49605449999217,395.49605449999217,6,1.7121101000229828,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.5649211999844,397.5649211999844,7,2.4037394000333734,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.3292294999701,400.3292294999701,3,5.046155599993654,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.7788932999829,405.7788932999829,8,8.333439699956216,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.4784294999554,414.4784294999554,9,2.697382199985441,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.54508319997694,417.54508319997694,9,6.454739100008737,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.3783642000053,424.3783642000053,5,7.509414199972525,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.26054709998425,432.26054709998425,4,4.275642299966421,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.962514099956,436.962514099956,0,2.4940426999819465,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.86039190000156,439.86039190000156,2,6.6849119999678805,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.96002120000776,446.96002120000776,4,2.0724374999990687,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.3932297999854,449.3932297999854,None,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.67886200000066,449.67886200000066,space,3.9200733000179753,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.9840168000082,1567.9840168000082,space,266.7145919999457,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,,,,,,,,,,,1834.7210354999988,1834.7210354999988,space,5.959486500010826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,2,1840.7172176999738,1840.7172176999738,1841.7207948999712,1842.7202296999749,None,1842.7202296999749,1842.7202296999749,1,328.5566000267863,space,0.3285566000267863,1843.084857299982,1843.5886051999987,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,1,1843.5886051999987,1843.5886051999987,1843.5886051999987,1844.586476699973,None,1844.586476699973,1844.586476699973,1,302.052500017453,space,0.302052500017453,1844.9215285999817,1845.4351935999584,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,2,1845.4351935999584,1845.4351935999584,1846.439365600003,1847.4358326999936,None,1847.4358326999936,1847.4358326999936,1,292.9494999698363,space,0.2929494999698363,1847.7723936999682,1848.3018383999588,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,3,1848.3018383999588,1848.3018383999588,1850.3022414000006,1851.3018449000083,None,1851.3018449000083,1851.3018449000083,1,283.4675000049174,space,0.2834675000049174,1851.6171408999944,1852.1186095000012,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,3,1852.1186095000012,1852.1186095000012,1854.120356599975,1855.118789399974,None,1855.118789399974,1855.118789399974,1,266.51180000044405,space,0.26651180000044405,1855.4182984000072,1855.9195289000054,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,1,1855.9195289000054,1855.9195289000054,1855.9195289000054,1856.919023800001,None,1856.919023800001,1856.919023800001,1,315.34430000465363,space,0.31534430000465363,1857.267857800005,1857.7705745999701,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,2,1857.7705745999701,1857.7705745999701,1858.7867239000043,1859.7993328999728,None,1859.7993328999728,1859.7993328999728,1,281.9542000070214,space,0.2819542000070214,1860.1164135999861,1860.620225199964,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,4,1860.620225199964,1860.620225199964,1863.6352229999611,1864.6355803000042,None,1864.6355803000042,1864.6355803000042,1,294.7811000049114,space,0.2947811000049114,1864.9513344999868,1865.4530964999576,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,2,1865.4530964999576,1865.4530964999576,1866.4522970999824,1867.451359300001,None,1867.451359300001,1867.451359300001,1,285.3194000199437,space,0.2853194000199437,1867.766183300002,1868.2699854999664,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,1,1868.2699854999664,1868.2699854999664,1868.2699854999664,1869.2835368000087,None,1869.2835368000087,1869.2835368000087,1,285.8695999602787,space,0.2858695999602787,1869.5996718999813,1870.1023842999712,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,3,1870.1023842999712,1870.1023842999712,1872.102888799971,1873.1154133999953,None,1873.1154133999953,1873.1154133999953,1,286.00349999032915,space,0.28600349999032915,1873.432944100001,1873.9344318999792,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,4,1873.9344318999792,1873.9344318999792,1876.9343329999829,1877.9345845999778,None,1877.9345845999778,1877.9345845999778,1,290.4030000208877,space,0.2904030000208877,1878.2490523000015,1878.7514284999925,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,4,1878.7514284999925,1878.7514284999925,1881.7520510999602,1882.7501902999938,None,1882.7501902999938,1882.7501902999938,1,315.1781000196934,space,0.3151781000196934,1883.0983379999525,1883.6020327999722,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,1,1883.6020327999722,1883.6020327999722,1883.6020327999722,1884.601175299962,None,1884.601175299962,1884.601175299962,1,328.10739998240024,space,0.32810739998240024,1884.9656099999556,1885.4699785999837,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,1,1885.4699785999837,1885.4699785999837,1885.4699785999837,1886.4828546000062,None,1886.4828546000062,1886.4828546000062,1,295.00939999707043,space,0.29500939999707043,1886.815324599971,1887.318352399976,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,3,1887.318352399976,1887.318352399976,1889.333204799972,1890.3329064999707,None,1890.3329064999707,1890.3329064999707,1,283.75159995630383,space,0.28375159995630383,1890.6501016999828,1891.1501478999853,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,2,1891.1501478999853,1891.1501478999853,1892.149864899984,1893.1496726999758,None,1893.1496726999758,1893.1496726999758,1,275.0491999904625,space,0.2750491999904625,1893.448806100001,1893.9501220000093,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,1,1893.9501220000093,1893.9501220000093,1893.9501220000093,1894.950466499955,None,1894.950466499955,1894.950466499955,1,298.83530002553016,space,0.29883530002553016,1895.2822796999826,1895.7836026999867,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,1,1895.7836026999867,1895.7836026999867,1895.7836026999867,1896.7833105999744,None,1896.7833105999744,1896.7833105999744,1,281.61639999598265,space,0.28161639999598265,1897.0986511000083,1897.6016141999862,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,2,1897.6016141999862,1897.6016141999862,1898.6170642999932,1899.6165559999645,None,1899.6165559999645,1899.6165559999645,1,280.7592999888584,space,0.2807592999888584,1899.9309574000072,1900.448399099987,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,1,1900.448399099987,1900.448399099987,1900.448399099987,1901.4643528999877,None,1901.4643528999877,1901.4643528999877,1,289.0004999935627,space,0.2890004999935627,1901.7813677999657,1902.284617599973,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,1,1902.284617599973,1902.284617599973,1902.284617599973,1903.282722599979,None,1903.282722599979,1903.282722599979,1,270.2745000133291,space,0.2702745000133291,1903.5813965999987,1904.0827435999527,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,1,1904.0827435999527,1904.0827435999527,1904.0827435999527,1905.0826019999804,None,1905.0826019999804,1905.0826019999804,1,286.73669998534024,space,0.28673669998534024,1905.3982477999525,1905.8999124999973,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,4,1905.8999124999973,1905.8999124999973,1908.899157000007,1909.8994683999917,None,1909.8994683999917,1909.8994683999917,1,287.15099999681115,space,0.28715099999681115,1910.2161412999849,1910.7162591000088,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,1,1910.7162591000088,1910.7162591000088,1910.7162591000088,1911.731020999956,None,1911.731020999956,1911.731020999956,1,286.68260003905743,space,0.28668260003905743,1912.0516786999651,1912.5663265999756,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,1,1912.5663265999756,1912.5663265999756,1912.5663265999756,1913.567377200001,None,1913.567377200001,1913.567377200001,1,273.94420001655817,space,0.27394420001655817,1913.880235699995,1914.3826903000008,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,3,1914.3826903000008,1914.3826903000008,1916.3827620999655,1917.3834102999535,None,1917.3834102999535,1917.3834102999535,1,282.33080002246425,space,0.28233080002246425,1917.697627299989,1918.2000717999763,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,4,1918.2000717999763,1918.2000717999763,1921.2003258999903,1922.2296538999653,None,1922.2296538999653,1922.2296538999653,1,283.8062000228092,space,0.2838062000228092,1922.5465666999808,1923.048928299977,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,4,1923.048928299977,1923.048928299977,1926.048218699987,1927.0481492999825,None,1927.0481492999825,1927.0481492999825,1,297.7457999950275,space,0.2977457999950275,1927.380398499954,1927.8808824999724,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,4,1927.8808824999724,1927.8808824999724,1930.8809064999805,1931.880886800005,None,1931.880886800005,1931.880886800005,1,280.6466000038199,space,0.2806466000038199,1932.197188399965,1932.6980971999583,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,3,1932.6980971999583,1932.6980971999583,1934.7011303000036,1935.7125512000057,None,1935.7125512000057,1935.7125512000057,1,184.69220004044473,space,0.18469220004044473,1935.9314440999879,1936.447142399964,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,2,1936.447142399964,1936.447142399964,,,None,,,0,nan,None,,1941.4311369999778,1941.9315358999884,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,2,1941.9315358999884,1941.9315358999884,,,None,,,0,nan,None,,1946.9312369999825,1947.4310206999653,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,3,1947.4310206999653,1947.4310206999653,,,None,,,0,nan,None,,1952.4315989000024,1952.9313593999832,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,1,1952.9313593999832,1952.9313593999832,1952.9313593999832,,None,,,0,nan,None,,1957.9308076999732,1958.430387499975,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,1,1958.430387499975,1958.430387499975,1958.430387499975,1959.4323190999567,None,1959.4323190999567,1959.4323190999567,1,369.1977999988012,space,0.3691977999988012,1959.8272304999991,1960.3296375999926,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,1,1960.3296375999926,1960.3296375999926,1960.3296375999926,1961.3304102999973,None,1961.3304102999973,1961.3304102999973,1,302.7206999831833,space,0.3027206999831833,1961.661652299983,1962.163010899967,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,37,0,37,0,,,,,,,,,,,,,,,1,1962.163010899967,1962.163010899967,1962.163010899967,1963.163646699977,None,1963.163646699977,1963.163646699977,1,293.92049997113645,space,0.29392049997113645,1963.496906699962,1963.9976250999607,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,1,1963.9976250999607,1963.9976250999607,1963.9976250999607,1965.027288399986,None,1965.027288399986,1965.027288399986,1,270.08899999782443,space,0.27008899999782443,1965.3270941000083,1965.8293471999932,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,4,1965.8293471999932,1965.8293471999932,1968.8291131999576,1969.8290648999973,None,1969.8290648999973,1969.8290648999973,1,412.0892999926582,space,0.4120892999926582,1970.2621915999916,1970.7622526999912,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,4,1970.7622526999912,1970.7622526999912,1973.7626525000087,1974.7619949000073,None,1974.7619949000073,1974.7619949000073,1,295.46140000456944,space,0.29546140000456944,1975.0940453999792,1975.6103919000016,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,4,1975.6103919000016,1975.6103919000016,1978.612021799956,1979.6116123999818,None,1979.6116123999818,1979.6116123999818,1,309.7754000336863,space,0.3097754000336863,1979.962174299988,1980.4625974000082,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,1,1980.4625974000082,1980.4625974000082,1980.4625974000082,1981.461878800008,None,1981.461878800008,1981.461878800008,1,323.74700001673773,space,0.32374700001673773,1981.8432966999826,1982.3454023000086,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,4,1982.3454023000086,1982.3454023000086,1985.3450690999744,1986.3448264999897,None,1986.3448264999897,1986.3448264999897,1,304.6201000106521,space,0.3046201000106521,1986.695133399975,1987.2102173999883,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,1,1987.2102173999883,1987.2102173999883,1987.2102173999883,1988.2116037000087,None,1988.2116037000087,1988.2116037000087,1,293.8037000130862,space,0.2938037000130862,1988.5430117999786,1989.0448650000035,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,45,0,45,0,,,,,,,,,,,,,,,4,1989.0448650000035,1989.0448650000035,1992.0454749999917,1993.0442386000068,None,1993.0442386000068,1993.0442386000068,1,334.5899999840185,space,0.3345899999840185,1993.410108399985,1993.911838800006,,,,,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.911838800006,1993.911838800006,space,4.937513100041542,,,,,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.8920324000064,1998.8920324000064,5,1.5177117999992333,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.7428402999649,2000.7428402999649,9,5.667713999981061,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.7760102999746,2006.7760102999746,3,2.39362779998919,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.5751434999984,2009.5751434999984,0,2.347041300032288,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.3103788999724,2012.3103788999724,5,2.476178099983372,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.176994599984,2015.176994599984,2,9.88108820002526,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.4576813000022,2025.4576813000022,3,1.8645160000305623,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.6753046999802,2027.6753046999802,3,18.38343819999136,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.4730552999536,2046.4730552999536,7,12.19274900003802,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.1564715999993,2059.1564715999993,9,3.7416826999979094,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.3228426999995,2063.3228426999995,4,2.167567400028929,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.9058500999818,2065.9058500999818,8,8.27242589998059,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.6386468999553,2074.6386468999553,7,4.851923599955626,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.9405775999767,2079.9405775999767,5,4.926048699999228,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085.337880999956,2085.337880999956,8,3.088496100041084,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088.854516499967,2088.854516499967,7,3.164096200023778,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.437682299991,2092.437682299991,9,2.308209299982991,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095.137590600003,2095.137590600003,5,2.3128144999500364,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.8539227999863,2097.8539227999863,9,5.188125099986792,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.4532307999907,2103.4532307999907,9,2.9893568999832496,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106.836832300003,2106.836832300003,4,6.685607600025833,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.9699953999952,2113.9699953999952,9,4.985393500013743,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2119.386235299986,2119.386235299986,4,2.7453452999470755,,,,,,,,,inaki_18_12_23,001,2023-12-18_15h08.51.078,game,2022.2.5,60.13695590309493,
