text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.860012699966319,8.860012699966319,space,1.6407935000024736,138462,001,2023-12-04_15h53.47.123,game,2022.2.5,59.71721508070671,
