text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
12.243109600036405,12.243109600036405,space,1.263367599924095,916764,001,2023-12-07_11h43.38.213,game,2022.2.5,60.00960151154816,
