text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
9.541785599954892,9.541785599954892,space,1.306185399997048,,166793,001,2023-12-05_11h40.04.496,game,2022.2.5,60.0433993710009,
,,,,10.871215299994219,,,,,,,
