trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.899102700059302,8.899102700059302,space,1.0222872999729589,,,219484,001,2023-12-07_10h10.08.270,game,2022.2.5,60.25297813028347,
