trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.618272299994715,10.618272299994715,space,2.9509344999678433,,,527600,001,2023-12-07_14h10.16.120,game,2022.2.5,60.483663658059825,
,,,,,,,,13.595480000018142,13.595480000018142,,,,,,,
