text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.364540199982002,9.364540199982002,space,3.176050000009127,903418,001,2023-12-05_15h48.22.783,game,2022.2.5,59.81533808875669,
