trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,17.822443600045517,17.822443600045517,space,2.3818007999798283,573912,001,2023-12-11_10h29.06.919,game,2022.2.5,59.98372040604942,
