text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
9.48234919999959,9.48234919999959,space,85.40132860001177,,642583,001,2023-12-05_11h37.17.438,game,2022.2.5,59.810615672745456,
,,,,94.91356389998691,,,,,,,
