text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
8.900345199974254,8.900345199974254,space,2.558201999985613,,,345226,001,2023-12-07_13h15.22.437,game,2022.2.5,59.95566880387407,
,,,,11.478240699972957,11.478240699972957,,,,,,,
