trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.92960600007791,8.92960600007791,space,1.1665421000216156,,,438991,001,2023-12-07_10h08.29.805,game,2022.2.5,60.051692499022856,
