trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.534568200004287,9.534568200004287,space,1.186307800002396,,,339920,001,2023-12-07_13h45.42.805,game,2022.2.5,60.33732181497218,
,,,,,,,,10.747025799937546,10.747025799937546,,,,,,,
