text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
15.787335900007747,15.787335900007747,space,4.402973799966276,,,102869,001,2023-12-07_13h29.43.819,game,2022.2.5,60.01583215734186,
,,,,20.213733999989927,20.213733999989927,,,,,,,
