text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,participant,session,date,expName,psychopyVersion,frameRate,
11.613912400003755,11.613912400003755,space,26.184029099997133,,,,,193927,001,2023-12-13_14h03.10.219,game,2022.2.5,60.09247029083386,
,,,,37.817029900004854,67.82279130001552,67.82279130001552,67.82279130001552,,,,,,,
