trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,key_resp_3.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.862410100060515,11.862410100060515,space,8.867647800012492,,,,860074,001,2023-12-07_09h46.25.767,game,2022.2.5,59.78837307800685,
,,,,,,,,20.750929700094275,20.750929700094275,20.750929700094275,,,,,,,
