text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.862078600000132,9.862078600000132,space,0.7957957999997234,310215,001,2023-12-11_16h56.07.008,game,2022.2.5,60.20382607371954,
