trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.0145368000085,11.0145368000085,space,1.010446200001752,,,,,,,,,,,,,,,,,,,,,,,,,,,058930,001,2023-12-13_16h49.06.216,game,2022.2.5,60.140970433410125,
,,,,,,,,,,,,12.043574600014836,15.057466800004477,15.057466800004477,15.057466800004477,space,0.7345290999801364,,,,,,,,,,,,,,,,,,,,,058930,001,2023-12-13_16h49.06.216,game,2022.2.5,60.140970433410125,
0,0,0,0,,,,,,,,,,,,,,,2,15.822939900011988,15.822939900011988,16.821761300001526,17.837846200010972,None,17.837846200010972,17.837846200010972,1,287.92309999698773,space,0.28792309999698773,18.155189000011887,18.67101900000125,,,,,,,058930,001,2023-12-13_16h49.06.216,game,2022.2.5,60.140970433410125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.67101900000125,18.67101900000125,space,1.131743900012225,,,058930,001,2023-12-13_16h49.06.216,game,2022.2.5,60.140970433410125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.819264299992938,19.819264299992938,,,,,,,
