text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.765794699953403,8.765794699953403,space,0.3270897000329569,644878,001,2023-12-05_16h11.35.899,game,2022.2.5,59.990917375788335,
