text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_4.started,text_7.started,text_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.410415400052443,8.410415400052443,space,1.0614831999409944,,,,530290,001,2023-12-07_11h31.58.200,game,2022.2.5,60.17129563182039,
,,,,9.490535899996758,9.490535899996758,10.489381800056435,,,,,,,
