text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,participant,session,date,expName,psychopyVersion,frameRate,
10.382461400004104,10.382461400004104,space,0.4921009999816306,,280888,001,2023-12-05_15h43.20.562,game,2022.2.5,60.06640943146335,
,,,,16.589154999994207,,,,,,,
