trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_5.started,slider.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.360402700025588,10.360402700025588,space,0.9982391999801621,,,933608,001,2023-12-11_11h38.08.318,game,2022.2.5,60.89269912570731,
,,,,,,,,11.421041500056162,11.421041500056162,,,,,,,
