trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_8.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,23.307534700026736,23.307534700026736,space,179.39043369994033,,661385,001,2023-12-07_10h49.24.166,game,2022.2.5,60.024117692451924,
