text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
21.833343600000262,21.833343600000262,space,1.2143951999996716,745029,001,2023-12-11_16h45.26.691,game,2022.2.5,60.025955222937384,
